Catalog Number,Product Description,Fisher Stated Sales,Fisher Stated List Price,Fisher Stated Qty (SU + AU),Wisconsin Cost,Nebraska Cost,Penn State Cost,Wisconsin Quantity,Nebraska Quantity,Penn State Quantity,Wisconsin Average Cost Per Item,Nebraska Average Cost Per Item,Penn State Average Cost Per Item,Total Cost,Total Quantity
75000471,TUBE PET THINWALL 36ML PK/50,2477.16,343.5,9.0,0.0,275.24,0.0,0.0,1,0.0,0.0,275.24,0.0,275.24,1
75003671,49 X 5/7 ML ADAPTER 4PK,2239.1,886,4.0,1119.66,626.19,0.0,2,1,0.0,559.83,626.19,0.0,1745.85,3
75003682,15ML CONICAL ADPT (4/SET),1275.55,669,5.0,334.0,0.0,0.0,2,0.0,0.0,167.0,0.0,0.0,334.0,2
75007303,ADPT TX-1000 MICROPLTE CAR 4PK,1369.67,748.5,7.0,441.01,443.85,0.0,1,1,0.0,441.01,443.85,0.0,884.86,2
75783B,DRIERITE INDICAT 8 MESH 5LB,1529.66,239.5,14.0,566.88,531.04,0.0,3,4,0.0,188.96,132.76,0.0,1097.92,7
7678007,ETHYL ALCOHOL 200 PROOF GLASS,1971.44,155,22.0,1133.0,0.0,0.0,10,0.0,0.0,113.3,0.0,0.0,1133.0,10
7764700,CORNING PIPETTOR 0.2-2UL 1CS,1221.68,506,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7764701,CORNING PIPETTOR 0.5-10UL 1CS,1193.38,506,8.0,153.49,0.0,0.0,1,0.0,0.0,153.49,0.0,0.0,153.49,1
7764702,CORNING PIPETTOR 2-20UL 1CS,2107.94,506,14.0,0.0,156.15,0.0,0.0,1,0.0,0.0,156.15,0.0,156.15,1
7764704,CORNING PIPETTOR 20-200UL 1CS,1956.15,506,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7764705,CORNING PPETTOR 100-1000UL 1CS,2876.26,506,19.0,306.98,0.0,0.0,2,0.0,0.0,153.49,0.0,0.0,306.98,2
7859TH050,RMTSP-1 CF 50 UG,2366.4,459.5,6.0,2366.4,0.0,0.0,6,0.0,0.0,394.4,0.0,0.0,2366.4,6
7P0209A,PICCOLO KIDNEY CHECK 10/EA,9008.24,140.13,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8100240,CELL LIFTER INDIV WRAP 100/CS,5407.99,215,79.0,549.84,954.08,135.58,8,14,2,68.73,68.15,67.79,1639.5,24
8100241,CELL SCRAPER INDIV WRAP 100/CS,11412.68,245.5,115.0,1394.0,4231.59,1349.92,14,41,14,99.57,103.21,96.42,6975.51,69
820109,2 FIBER CRYO BOX 100 DIVIDERS,1470.49,12.96,200.0,998.88,7.79,463.82,142,1,57,7.03,7.79,8.14,1470.49,200
82361B,CRUCIBLE 30ML MEDIUM,1600.03,83.9,4.0,1215.72,384.31,0.0,3,1,0.0,405.24,384.31,0.0,1600.03,4
8408240,CLEAR PLATE SEALERS 100/CSCLE,1682.71,195.6,24.0,1019.5,283.28,92.31,15,4,1,67.97,70.82,92.31,1395.09,20
85492B,CYLINDER GRAD 10ML WHT 4/PK,1501.95,128.1,3.0,1501.95,0.0,0.0,3,0.0,0.0,500.65,0.0,0.0,1501.95,3
864223B,DESSICATOR CBNT 12X12X12 1CS,2289.1,706,7.0,1546.44,0.0,0.0,5,0.0,0.0,309.29,0.0,0.0,1546.44,5
864223C,DESCTR CBNT ACR 18X12X12 1/CS,2933.53,890,7.0,504.33,0.0,1656.42,1,0.0,4,504.33,0.0,414.11,2160.75,5
8667B,DIALYSISTUBING SP4 14K 25MM30M,1773.88,461,3.0,256.82,1177.76,339.3,1,1,1,256.82,1177.76,339.3,1773.88,3
86703A,DIALYSISTUBING SP2 14K 45MM15M,1203.83,651,3.0,0.0,1210.83,0.0,0.0,3,0.0,0.0,403.61,0.0,1210.83,3
86704B,SPECPOR 4 12-14K 25MM 100'/RL,6828.46,499.5,22.0,0.0,6828.46,0.0,0.0,22,0.0,0.0,310.38,0.0,6828.46,22
86705A,DIALYSISTUBING SP3 3.5K18MM15M,1215.75,566.5,4.0,1215.75,0.0,0.0,4,0.0,0.0,303.94,0.0,0.0,1215.75,4
86705B,DIALYSISTUBING SP3 3.5K45MM15M,3367.24,566.5,11.0,320.26,2095.52,951.46,1,6,4,320.26,349.25,237.87,3367.24,11
86705C,DIALYSISTUBING SP3 3.5K54MM15M,1550.46,610.5,6.0,253.75,768.72,249.35,1,3,1,253.75,256.24,249.35,1271.82,5
8670B,DIALYSISTUBING SP1 8K 32MM 30M,1363.5,545.5,4.0,1019.96,343.54,0.0,3,1,0.0,339.99,343.54,0.0,1363.5,4
8732112,WEIGH DISH PS SMALL 500/PK,5407.69,120.3,108.0,774.06,377.4,3515.5,13,12,44,59.54,31.45,79.9,4666.96,69
8732113,WEIGH DISH PS MEDIUM 500/CS,4826.24,135.1,151.0,2200.98,850.14,146.21,62,24,2,35.5,35.42,73.11,3197.33,88
8732114,WEIGHING DISH BLUE 500/CSWEIG,1309.09,193.4,43.0,415.26,251.71,196.34,10,5,3,41.53,50.34,65.45,863.31,18
8732115,WEIGH DISH PS LARGE 500/CS,5395.66,201,102.0,3343.89,418.36,628.88,64,8,6,52.25,52.3,104.81,4391.13,78
8732116,WEIGH DISH POUR BOAT SM 250/PK,1632.89,141.4,21.0,468.58,510.38,553.8,7,8,2,66.94,63.8,276.9,1532.76,17
8741D,DISH CRYSTALLIZING 100MM 6/PK,1464.37,256,11.0,582.33,317.39,327.42,3,3,3,194.11,105.8,109.14,1227.14,9
8747A,DISH PETRI 60X15MM 12/PK,4058.88,243.5,19.0,226.74,2625.47,1115.9,2,6,10,113.37,437.58,111.59,3968.11,18
8747B,DISH PETRI 100X10MM 12/PK,3923.78,187.9,12.0,275.75,92.97,1957.53,3,1,5,91.92,92.97,391.51,2326.25,9
8747C,DISH PETRI 100X15MM 12/PK,1483.14,189.1,10.0,682.54,0.0,173.84,4,0.0,2,170.63,0.0,86.92,856.38,6
8757100A,PETRI DISH 35X10MM 500/CS,2659.13,414,19.0,1621.34,0.0,253.82,13,0.0,2,124.72,0.0,126.91,1875.16,15
8757100B,PETRI DISH 60X15MM 500/CS,3157.42,295,27.0,705.6,134.93,107.23,8,1,1,88.2,134.93,107.23,947.76,10
8757100D,PETRI DISHES 100X15MM 500/CS,22069.02,289,302.0,14187.32,1015.25,1162.44,208,8,12,68.21,126.91,96.87,16365.01,228
8757105,PETRI DISH 50X9MM 500/CS,1210.2,495,5.0,509.12,0.0,161.98,2,0.0,1,254.56,0.0,161.98,671.1,3
8757148,PETRI DISH 150X15MM 100/CS,2342.97,222.5,31.0,1825.51,0.0,103.5,26,0.0,1,70.21,0.0,103.5,1929.01,27
875728,DISH PETRI 100X25MM ST 300/CS,1385.5,649,8.0,737.95,0.0,0.0,4,0.0,0.0,184.49,0.0,0.0,737.95,4
8757502,FLASK 150CM NON TREATED 50/CS,1635.06,537.5,6.0,683.32,0.0,258.17,2,0.0,1,341.66,0.0,258.17,941.49,3
8770,CELL INSRT .45U 6MM STR 48/CS,3001.54,420,18.0,171.9,2489.7,0.0,1,15,0.0,171.9,165.98,0.0,2661.6,16
8771,CELL CULTURE INSERT 6/PK,2391.24,68.4,18.0,797.33,423.32,0.0,4,5,0.0,199.33,84.66,0.0,1220.65,9
87711,CELL STRAINER STRL 40UM 50/CS,8486.07,261,135.0,3855.57,1446.68,972.36,76,17,15,50.73,85.1,64.82,6274.61,108
877110,CELL CULTURE INS .45UM 48/CS,1354.5,464.5,7.0,1354.5,0.0,0.0,7,0.0,0.0,193.5,0.0,0.0,1354.5,7
877119,CELL STRAINER STRL 100UM 50/CS,4801.04,261,76.0,2604.85,167.24,180.48,53,2,2,49.15,83.62,90.24,2952.57,57
87711A,CELL SCRAPER 18CM 100/CS,3866.58,317.5,33.0,2461.87,350.04,262.12,18,3,5,136.77,116.68,52.42,3074.03,26
87712,CELL STRAINER 70UM STER 50/CS,14008.94,261,229.0,5471.33,1789.75,3476.32,107,21,53,51.13,85.23,65.59,10737.4,181
877121,CELL CULT INSRT 24WL 8ML 48/CS,6176.71,420,39.0,0.0,5097.06,0.0,0.0,33,0.0,0.0,154.46,0.0,5097.06,33
87721,TISSUE CULT PLATE 24WEL 50/CS,8135.87,211,107.0,2473.38,1390.41,1245.86,35,16,16,70.67,86.9,77.87,5109.65,67
877217,TC BTM PLT W/L EVAP LID 50/CS,2884.1,315.5,24.0,0.0,860.21,773.77,0.0,8,3,0.0,107.53,257.92,1633.98,11
8772171,PLT BD PRECOAT AMINE 6WEL 50CS,1929.66,514,6.0,1929.66,0.0,0.0,6,0.0,0.0,321.61,0.0,0.0,1929.66,6
87721B,TISSUE CULT PLATE 6WELL 50/CS,17854.32,177.6,273.0,4212.4,3144.82,3881.4,72,43,60,58.51,73.14,64.69,11238.62,175
87721C,PLATE TC PS STRL 48 WELL 50/CS,1981.5,288.5,17.0,667.93,550.16,233.91,6,4,2,111.32,137.54,116.95,1452.0,12
87721F,FLASK TC VENT CAP 25ML 100/CS,2223.75,330,14.0,1313.76,0.0,0.0,8,0.0,0.0,164.22,0.0,0.0,1313.76,8
87721G,PLATE 6 WELL TC 36/CS,1225.12,139.7,20.0,347.15,159.7,371.02,5,3,7,69.43,53.23,53.0,877.87,15
87721J,PETRI-FLSK NON-TC 70ML 200/CS,1297.86,489,4.0,1297.86,0.0,0.0,4,0.0,0.0,324.46,0.0,0.0,1297.86,4
877220,TIS CLT DSH 35X10MM 500/CS,1392.71,497.5,9.0,921.93,0.0,318.57,7,0.0,1,131.7,0.0,318.57,1240.5,8
877221,TIS CULT DISH 60X15MM 500/CS,3168.93,543.5,24.0,1140.3,595.58,251.84,10,5,2,114.03,119.12,125.92,1987.72,17
8772212,96WL STORG PLT PP 340UL 100/CS,2233.73,349.5,13.0,218.81,0.0,0.0,1,0.0,0.0,218.81,0.0,0.0,218.81,1
8772225,PLT 96W BLK/CLR IMG TC 32/CS,2097.89,433,13.0,492.51,0.0,313.05,3,0.0,2,164.17,0.0,156.53,805.56,5
877224,TIS CUL DISH 150X25MM 60/CS,4162.12,300,37.0,459.09,0.0,1106.73,5,0.0,10,91.82,0.0,110.67,1565.82,15
877229,TC PLATE 12 WELL PS 50/CS,11717.04,194.5,154.0,5699.74,895.66,322.28,79,10,4,72.15,89.57,80.57,6917.68,93
87722C,TC PLATE W/LID 96 WELLS 50/CS,21246.11,289,208.0,6020.15,5170.64,1998.6,67,51,8,89.85,101.39,249.82,13189.39,126
87723,TC PLATE W/LIDS 96-WELL 50/CS,10842.65,314,104.0,6265.9,1507.74,1261.4,59,15,12,106.2,100.52,105.12,9035.04,86
877233,TC PLATE 6 WELL BULK TRAY60CS,4749.25,228,43.0,0.0,4614.24,135.01,0.0,42,1,0.0,109.86,135.01,4749.25,43
87723B,BULK PKG PLTE 96WL W/LID 50/CS,2718.97,303.5,18.0,1810.11,308.86,122.92,12,2,1,150.84,154.43,122.92,2241.89,15
877248,FLSK TC 5001 PS VNT CAP 40/CS,5705.73,333,54.0,1413.91,678.54,2852.25,14,6,27,100.99,113.09,105.64,4944.7,47
877249,PLT 6WEL NON-TC FL BT PS 50/CS,3320.68,184.9,35.0,699.44,1498.8,174.72,7,15,2,99.92,99.92,87.36,2372.96,24
877250,PLT 12WEL NO-TC FL BT PS 50/CS,2738.02,224,23.0,1945.92,364.86,0.0,16,3,0.0,121.62,121.62,0.0,2310.78,19
877251,PLT 24WEL NO-TC FL BT PS 50/CS,1527.96,280,11.0,742.36,309.28,234.76,5,2,2,148.47,154.64,117.38,1286.4,9
877253,PLT 96WEL NO-TC FL BT PS 50/CS,2783.43,249.5,26.0,985.22,1296.27,0.0,11,11,0.0,89.57,117.84,0.0,2281.49,22
877254,PLT 96WEL NO-TC U BTM PS 50/CS,6277.2,272.5,50.0,3653.5,438.96,1196.66,28,4,10,130.48,109.74,119.67,5289.12,42
87726,DISH INTEGRI T/C 150X25 100/CS,7159.02,425.5,52.0,1347.07,1215.07,1575.89,12,7,11,112.26,173.58,143.26,4138.03,30
877269,BCT COL I 6-WELL PLATES 50/CS,2630.91,646,6.0,0.0,1336.5,0.0,0.0,3,0.0,0.0,445.5,0.0,1336.5,3
8772A,DISH TISSUE/C 35X10MM 500/CS,5717.54,405,49.0,911.46,676.08,1419.93,8,4,15,113.93,169.02,94.66,3007.47,27
8772B,DISH TISSUE/C 60X15MM 500/CS,4407.56,457,36.0,374.34,1282.85,722.59,3,8,9,124.78,160.36,80.29,2379.78,20
8772E,DISH TISSUE/C 100X20MM 200/CS,32888.69,417.5,367.0,8815.59,7294.99,4576.88,89,54,84,99.05,135.09,54.49,20687.46,227
8772F,DISH 60X15 EASY GRIP 500/CS,6070.59,486.5,44.0,5054.19,182.87,326.04,37,1,3,136.6,182.87,108.68,5563.1,41
8774122,CULT INS B MEM MATRX 24W 24/CS,13615.73,517.5,39.0,334.49,4966.16,6590.33,1,14,19,334.49,354.73,346.86,11890.98,34
8774162,CL INS PLT CNTRL 8U 24WL 24/CS,2606.75,192.6,20.0,0.0,635.3,1971.45,0.0,5,15,0.0,127.06,131.43,2606.75,20
8774168,POLY D LYSINE LAM 6WL PLT 5/CS,2168.28,265.5,12.0,0.0,0.0,2168.28,0.0,0.0,12,0.0,0.0,180.69,2168.28,12
8774175,INTESTINAL EPITHELIUM DIFFEREN,1612.1,731.5,3.0,1612.1,0.0,0.0,3,0.0,0.0,537.37,0.0,0.0,1612.1,3
8774215,POL DLYSNE 8WELL CLT SLDE 12CS,2093.28,423.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877426,FALCON CULTURSLIDE 8-WELL 24CS,1341.26,423,6.0,597.68,233.61,276.55,3,1,1,199.23,233.61,276.55,1107.84,5
8774271,BIOCOAT PDL 24WELL PLATE 50/CS,1762.9,662,4.0,1283.82,0.0,0.0,3,0.0,0.0,427.94,0.0,0.0,1283.82,3
8774380,BCT FLUOROBLOK INVASION,1340.64,531.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8774383,BCT PLL RND CVRSLIPS 12MM 80CS,3408.02,296,18.0,376.98,1696.41,203.69,2,9,1,188.49,188.49,203.69,2277.08,12
8774384,BCT PDL RND CVRSLIPS 12MM 80CS,1715.23,296,9.0,1318.53,0.0,209.11,7,0.0,1,188.36,0.0,209.11,1527.64,8
8774552,BD MATRIGEL HESC-QUALIFIED,6882.08,291,28.0,0.0,3805.68,244.54,0.0,15,1,0.0,253.71,244.54,4050.22,16
8789,HTS LIBRY STORAGE PLATE 100/CS,2204.88,361.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88860021,ISOTEMP DRY BATH 1BLOCK 120V,1383.76,544,7.0,262.12,592.44,0.0,1,2,0.0,262.12,296.22,0.0,854.56,3
88860022,ISOTEMP DRY BATH 2BLOCK 120V,3384.21,605.5,10.0,1996.02,0.0,688.7,6,0.0,2,332.67,0.0,344.35,2684.72,8
88860023,ISOTEMP DRY BATH 4BLOCK 120V,3101.11,732,7.0,768.88,1915.36,0.0,2,4,0.0,384.44,478.84,0.0,2684.24,6
88860103,FS 28 X 1.5ML BLOCK,1954.11,83.4,44.0,867.3,429.24,352.88,15,6,6,57.82,71.54,58.81,1649.42,27
88861023,MICROPLATE SHAKER US PLUG,3379.33,745.5,8.0,1323.57,826.33,0.0,3,2,0.0,441.19,413.17,0.0,2149.9,5
88861043,NUTATING MIXER VAR. SPEED US,1982.16,708.5,5.0,775.74,420.7,785.72,2,1,2,387.87,420.7,392.86,1982.16,5
88861045,3D PLATFORM ROTATOR US PLUG,2596.37,592.5,8.0,679.22,347.72,318.28,2,1,1,339.61,347.72,318.28,1345.22,4
88861049,MULTI-PURPOSE TUBE ROTATOR US,1993.89,492.5,7.0,558.24,279.95,862.95,2,1,3,279.12,279.95,287.65,1701.14,6
88861051,TUBE ROVOLVER US PLUG,1764.35,387,8.0,234.97,234.97,891.84,1,1,4,234.97,234.97,222.96,1361.78,6
88870001,DRY BATH DIGITAL 1BLOCK 120V,4310.48,607,13.0,345.33,677.46,0.0,1,2,0.0,345.33,338.73,0.0,1022.79,3
88870002,DRY BATH DIGITAL 2BLOCK 120V,5978.69,668.5,16.0,2969.76,789.89,377.62,8,2,1,371.22,394.94,377.62,4137.27,11
88882011,BASIC VORTEX MIXER 120V,1203.28,478,4.0,0.0,1203.52,0.0,0.0,4,0.0,0.0,300.88,0.0,1203.52,4
89275D,SCALPEL DISPOSABLE NO21 20/PK,1667.9,126,21.0,1325.46,61.78,0.0,14,3,0.0,94.68,20.59,0.0,1387.24,17
8940,SCISSORS 4.5 STR SS DISSECT,1198.59,27.3,57.0,276.87,153.12,242.62,16,5,16,17.3,30.62,15.16,672.61,37
9034145,HOLLOW FIBER FILTER .2MIC,6097.29,269.5,34.0,920.98,2740.26,1068.63,5,15,6,184.2,182.68,178.11,4729.87,26
9050276,CARTRIDGE ULTRAPURE NO SPRING,1600.48,252,10.0,690.4,0.0,305.48,4,0.0,2,172.6,0.0,152.74,995.88,6
9050279,FILTER EASYPURE 0.2 MICRON,2333.65,232.5,15.0,124.47,1895.76,0.0,1,12,0.0,124.47,157.98,0.0,2020.23,13
9069116,RT BASIC STIRRER SM 120V,3173.09,263.5,21.0,157.49,373.34,613.72,1,2,4,157.49,186.67,153.43,1144.55,7
920090,DRAWER RACK 25-2 BX 4 DOOR,18819.47,342.5,163.0,6579.78,0.0,0.0,32,0.0,0.0,205.62,0.0,0.0,6579.78,32
9204,GAS DRYING UNIT,1877.56,227.5,14.0,770.84,0.0,379.19,3,0.0,4,256.95,0.0,94.8,1150.03,7
9206,DRIERITE GAS PURIFIER 500CC,1505.83,456.5,8.0,630.57,0.0,260.1,3,0.0,1,210.19,0.0,260.1,890.67,4
9301112,BA83 PROT 82MM 50/PK,1429.52,248,8.0,1429.52,0.0,0.0,8,0.0,0.0,178.69,0.0,0.0,1429.52,8
9528110,GEL SYSTEM MINI 7CMX8CM,5715.5,735,12.0,2579.96,595.27,961.3,5,1,2,515.99,595.27,480.65,4136.53,8
9528110B,GEL SYSTEM MINI 12CMX14CM,10019.53,936.5,17.0,1870.2,759.18,656.35,3,1,1,623.4,759.18,656.35,3285.73,5
9528110BPM,GEL SYSTEM MINI 12CMX14CM PM,2924.02,433.62,7.0,1300.86,0.0,0.0,3,0.0,0.0,433.62,0.0,0.0,1300.86,3
9528114,TRAY GEL 7X8CM F/MINIGEL UNIT,1270.32,179.9,13.0,270.92,0.0,0.0,2,0.0,0.0,135.46,0.0,0.0,270.92,2
9528178,MINIGEL SYSTEM 9X11CM,2698,833.5,5.0,600.23,0.0,471.38,1,0.0,1,600.23,0.0,471.38,1071.61,2
955239,FLSK FRNBACH BAFF BEAD NK 3CS,2742.18,627.5,8.0,1702.15,0.0,0.0,5,0.0,0.0,340.43,0.0,0.0,1702.15,5
955270,FLASK SHAKE X-DEEP BAFFLS 3/CS,1573.54,290,10.0,1573.54,0.0,0.0,10,0.0,0.0,157.35,0.0,0.0,1573.54,10
97192E,MEMBR FLTR 0.45UM 47MM 100/PK,3349.28,157.1,42.0,3042.7,157.56,70.24,38,2,1,80.07,78.78,70.24,3270.5,41
9719C,SYR FLT 25MM .2UM NYL ST 50/PK,6599.8,365,76.0,874.24,2557.22,173.81,10,29,1,87.42,88.18,173.81,3605.27,40
9719D,SYR FLT 25MM.45UM NYL ST 50/PK,3205.48,353,38.0,0.0,2635.2,418.72,0.0,31,5,0.0,85.01,83.74,3053.92,36
9720004,FS 33MM SYRINGE FILTER 0.22UM,4063.48,192.7,67.0,1280.38,640.27,396.53,22,11,4,58.2,58.21,99.13,2317.18,37
9720005,FS 33MM SYRINGE FILTER 0.45UM,1499.02,193.7,22.0,132.56,261.48,100.77,2,4,1,66.28,65.37,100.77,494.81,7
97203,SYRFLT 13MM.22UM PVDF STR100PK,4729.13,385,34.0,3040.17,138.42,169.07,22,1,1,138.19,138.42,169.07,3347.66,24
9720511,FS SYRFLTR .22UM PES 33MM 50PK,3056.34,226,45.0,191.59,793.07,510.38,3,11,8,63.86,72.1,63.8,1495.04,22
9740100,SYRINGE FLTRPES0.2UM13MMST,1322.4,443.5,6.0,845.36,0.0,0.0,4,0.0,0.0,211.34,0.0,0.0,845.36,4
9740103,SYRINGE PREFLTRGF1.1UM25MM,1451.18,214,9.0,0.0,1304.24,0.0,0.0,8,0.0,0.0,163.03,0.0,1304.24,8
9740105,SYRINGE FLTRSFCA0.2UM25MMS,6188.02,222.5,48.0,3788.1,931.46,76.85,29,6,1,130.62,155.24,76.85,4796.41,36
9740106,SYRINGE FLTRSFCA0.45UM25MM,3383.67,222.5,25.0,2587.6,630.48,165.59,20,4,1,129.38,157.62,165.59,3383.67,25
9740108,SYRINGE FLTRSFCA0.2UM25MMS,1294.36,537.5,4.0,1294.36,0.0,0.0,4,0.0,0.0,323.59,0.0,0.0,1294.36,4
9740109,SYRINGE FLTRSFCA0.45UM25MM,1603.92,537.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9740113,SYRINGE FLTRPES0.2UM25MMST,3127.34,222.5,25.0,1674.66,0.0,149.74,15,0.0,1,111.64,0.0,149.74,1824.4,16
974021A,FILTER UNIT ANAL .20UM 12/PK,5518.7,224.5,11.0,3830.25,1597.73,0.0,7,3,0.0,547.18,532.58,0.0,5427.98,10
974022F,FLTR BTLTOP 45MM 150ML 12/CS,5146.46,145.7,98.0,4444.17,415.24,344.46,87,5,6,51.08,83.05,57.41,5203.87,98
974022K,FLTR BTLTOP 45MM 500ML 12/CS,5033.37,203,63.0,4701.17,0.0,249.18,59,0.0,3,79.68,0.0,83.06,4950.35,62
974022L,FLTR BTLTOP 45MM 500ML 12/CS,1662.98,203,17.0,492.34,1032.4,138.24,6,9,2,82.06,114.71,69.12,1662.98,17
974023D,FILTER HOLDER W/REC PSF 500ML,1801.36,498,2.0,1801.36,0.0,0.0,2,0.0,0.0,900.68,0.0,0.0,1801.36,2
974025A,FILTER UNIT .20UM 500ML 12/CS,1975.87,340,13.0,295.8,0.0,954.66,2,0.0,6,147.9,0.0,159.11,1250.46,8
974025B,FILTER UNIT .45UM 12/CS,1237.2,340,5.0,0.0,1237.2,0.0,0.0,5,0.0,0.0,247.44,0.0,1237.2,5
974025D,FILTER UN RECEOVR 150ML 24/CS,2142.91,143.7,29.0,0.0,0.0,138.44,0.0,0.0,2,0.0,0.0,69.22,138.44,2
974025E,FILTER UN RECEIVR 250ML 24/CS,2642.21,164.7,30.0,195.76,0.0,65.45,2,0.0,1,97.88,0.0,65.45,261.21,3
974025F,FILTER UN RECEIV 1000ML 12/CS,1762.93,159.2,19.0,371.22,0.0,0.0,4,0.0,0.0,92.81,0.0,0.0,371.22,4
974028C,FLTR UNIT TC .20UM 500ML 12/CS,15803.54,334.5,109.0,10407.07,3287.71,0.0,80,17,0.0,130.09,193.39,0.0,13694.78,97
974028D,FLTR UNIT TC .45UM 500ML 12/CS,1207.12,334.5,9.0,1207.12,0.0,0.0,9,0.0,0.0,134.12,0.0,0.0,1207.12,9
974039A,FILTR UN TC .20UM 12/CS,1410.06,199.6,14.0,965.18,233.94,0.0,10,2,0.0,96.52,116.97,0.0,1199.12,12
974040A,FILT UN TC .20UM 1000ML 12/CS,3073.16,466,16.0,914.38,804.45,1306.78,5,3,8,182.88,268.15,163.35,3025.61,16
974044A,SERM FLT UNT .20UM 500ML 12/CS,1625.47,412,9.0,1474.32,0.0,151.15,8,0.0,1,184.29,0.0,151.15,1625.47,9
974047C,FILTER BTLTOP 90MM .2UM 12/CS,1444.15,321,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974101,FLTR UTA-PES150ML50D.2 12CS,2940.88,136.7,52.0,1322.01,69.37,190.6,24,1,4,55.08,69.37,47.65,1581.98,29
974102,FLTR UTA-PES500ML75D.2 12CS,26595.75,298.5,245.0,10347.69,4781.71,363.22,105,30,3,98.55,159.39,121.07,15492.62,138
974103,FLTR UTA-PES1L90MM0.2 12CS,20112.14,395.5,119.0,9623.99,4336.72,919.4,58,20,7,165.93,216.84,131.34,14880.11,85
974104,FLTR UTA-PES250ML50D.2 12CS,7846.47,176.1,114.0,5174.46,465.11,261.32,78,5,4,66.34,93.02,65.33,5900.89,87
974105,FLTR UTA-PES500ML90D.2 12CS,3523.6,298.5,28.0,350.98,1682.0,1222.92,3,10,13,116.99,168.2,94.07,3255.9,26
974106,FLTRBTPA-PES33MM500ML 12CS,3460.07,180.3,46.0,2025.31,1099.25,287.48,30,11,4,67.51,99.93,71.87,3412.04,45
974107,FLTRBTPA-PES45MM500ML 12CS,12867.04,180.3,177.0,7082.46,2746.53,1619.95,107,27,24,66.19,101.72,67.5,11448.94,158
974108,FLTRBTPA-PES33MM150ML 12CS,1452.91,132.7,29.0,1304.55,148.36,0.0,27,2,0.0,48.32,74.18,0.0,1452.91,29
974109,FLTRBTPA-PES45MM150ML 12CS,4125.6,131.2,77.0,2534.44,745.0,310.2,52,10,6,48.74,74.5,51.7,3589.64,68
974111,FLTRBTLTPA-PES45MM1L 12CS,5772.05,290.5,44.0,5069.12,0.0,0.0,39,0.0,0.0,129.98,0.0,0.0,5069.12,39
9741202,FLTR PES 500ML 0.1UM CS12,1826.52,300.5,11.0,1320.86,0.0,175.73,8,0.0,1,165.11,0.0,175.73,1496.59,9
974188,FLTR UNIT A-PES 50ML 12/CSFLT,6873.8,134.5,111.0,2381.1,1939.02,0.0,40,27,0.0,59.53,71.82,0.0,4320.12,67
974437,CARBON CAP 150,2806.48,269.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974475,$ACU-GUARD 10/PK,3918.41,282,21.0,1314.15,171.44,412.84,7,1,2,187.74,171.44,206.42,1898.43,10
974476,VACUM GUARD W/1/2IN FITT 10PK,1587.94,282,10.0,302.48,304.64,306.3,2,2,2,151.24,152.32,153.15,913.42,6
974479,HEPA-VENT 10/PK,5202.24,150,54.0,3272.07,486.15,729.92,34,5,7,96.24,97.23,104.27,4488.14,46
975413,SYR FLT 28MM .2SFCA STRL 50/CS,2317.2,262,22.0,892.41,952.16,0.0,9,8,0.0,99.16,119.02,0.0,1844.57,17
975421,SYR FLT 28MM .45SFCA STR 50/CS,6003.06,262,58.0,205.54,358.53,274.17,2,3,3,102.77,119.51,91.39,838.24,8
975425,SYR FLTR 25MM .2NY STRL 50/CS,2055.8,265,20.0,1214.12,231.9,0.0,12,2,0.0,101.18,115.95,0.0,1446.02,14
975429,SYR FLTR 28MM 0.2PES STR 50/CS,1747.29,240,17.0,604.08,321.82,0.0,6,2,0.0,100.68,160.91,0.0,925.9,8
9761102,FIL SYS 500ML .22UM 70MM 12/CS,3567,288,26.0,766.93,444.45,369.85,6,3,3,127.82,148.15,123.28,1581.23,12
9761104,FIL SYS 1L .22UM 90MM CN 12/CS,2161.98,426,11.0,1685.26,233.6,0.0,9,1,0.0,187.25,233.6,0.0,1918.86,10
9761107,FLT PES 500/500 .22UM 12/CS,4221.6,265.5,34.0,1357.03,1086.61,120.42,11,9,1,123.37,120.73,120.42,2564.06,21
9761108,FLT PES 1 L/1 L .22UM 12/CS,3591.56,422.5,22.0,319.48,376.56,149.0,2,2,1,159.74,188.28,149.0,845.04,5
9761112,FLT PES B/T 45MM .22UM 12/CS,1739.48,178.1,21.0,588.26,165.82,243.27,7,2,3,84.04,82.91,81.09,997.35,12
